app,userName,score,content,at,thumbsUpCount
Traveloka,Liana Sui Hua,5,👌🏻👍🏻👍🏻👍🏻,2024-04-22 12:26:31,0
Traveloka,Tunggul Ametung,1,Apk kentut kirain ada jual tiket Pelni ternyata cuman ngebacot,2024-04-22 12:25:15,0
Traveloka,Subandi Subandi,4,ok,2024-04-22 12:05:01,0
Traveloka,Predi Dawarski,3,"Dipasang untuk pemesanan tiket, kendaraan, penginapan dan lain-lain.",2024-04-22 06:14:50,1
Traveloka,Kost Eksekutif Dutamas Batam,4,"Ringkas gampang. Cuma belum pernah dpt tiket/coupon/voucher promonya, sarannya kalau ada bisa langsung terpasang",2024-04-22 04:28:39,3
Traveloka,Rina Novelia,5,semoga membantu y,2024-04-22 03:03:23,0
Traveloka,Suryadi Kasuma,5,mantap,2024-04-22 01:23:01,0
Traveloka,Susanto,5,mantap,2024-04-22 00:35:39,0
Traveloka,Siti Aminah,3,Uang refund saya blm di kembalikan sampai skrng dri bulan september lalu,2024-04-21 23:27:05,0
Traveloka,Lisda Tumanggor,1,Kok aplikasi nya ngk bisa di install ya,2024-04-21 22:40:55,0
Traveloka,Muchammad Syukron Munajad,1,"Jangan pake aplikasi ini, Pesawat Cancel/Reschedule tidak bisa di Refund. katanya No Rugi, Tapi Rugi banget. Makan uang haram",2024-04-21 19:42:48,0
Traveloka,Ana Dityawarman,2,Terlalu mahal harga tiket,2024-04-21 14:48:23,0
Traveloka,Den Kiki djuliansyah,2,Aplikasi tidak bisa di gunakan,2024-04-21 12:08:42,0
Traveloka,abdul rahman syahputra,5,sangat membantu perjalanan pemesanan tiket mudah dan cepat dari aplikasi ini,2024-04-21 12:05:40,0
Traveloka,Fuad Tok,1,Sy boking g kebayar skrg boking lg,2024-04-21 10:30:22,0
Traveloka,Ariyanto Bogem,5,mantap,2024-04-21 08:31:00,0
Traveloka,irfana diyanti,5,proses cepat dan mudah,2024-04-21 08:22:06,0
Traveloka,Antok Plontos,3,Jd lemot,2024-04-21 08:19:42,0
Traveloka,samsung samsung,3,"Untuk chekin online nya eror, bagaimana memperbaikinya?",2024-04-21 06:45:04,0
Traveloka,Kusairi Mip,5,mantap layanannya,2024-04-21 06:14:03,0
Traveloka,Dian Syahputra,1,"Bulan april 2024 harga tiket masih melambung tinggi,padahal idul fitri sudah selesai....coba jangan ambil kesempatan dalam kesempitan,kalau begini hilang kepercayaan masyarakat kepada traveloka...usaha tidak berkah kalau ada istilah mempersulit.",2024-04-21 06:07:31,1
Traveloka,kanaya aelfredy,5,sampai saat ini sangat membantu....,2024-04-21 06:04:21,0
Traveloka,Armen Noni,5,sangat bagus,2024-04-21 05:54:37,0
Traveloka,Rifa Hfer,1,"Kecewa banget kemaren😓 uangku hampir hangus karna beli tiket penerbangan tpi ga bisa ganti jadwal, padahal ada keterangan bisa refund dan reschedule tpi pas di coba gagal terus, untungnya dari pihak maskapai mau bantu reschedule, klo ga uang hangus dan ga bisa pulang🗿",2024-04-21 04:41:06,13
Traveloka,Supardi PardiB,1,Traveloka jual tiket bus tapi busnya tidak ready pas hari dan jam keberangkatan... Pembayaran pembelian tiket tidak simpel...semoga ada perbaikan...,2024-04-21 03:28:35,2
Traveloka,Yusita Agustin,5,mudah dan cepat,2024-04-21 02:55:41,0
Traveloka,Ud nm jaya,3,Mudah,2024-04-21 02:28:11,0
Traveloka,Xiu Min,5,😀😄😆😅😅😃😃😀😃😄😄😁😆🥳😉😗😗😗😙😚😚😘🥰🥰😍🤩🤩,2024-04-21 00:54:04,0
Traveloka,Desi Komalasari,5,Aplikasi nya Traveloka bagus banget aku kasih bintang 5,2024-04-20 22:28:21,0
Traveloka,Suhendra juliady Ulfah,5,mantap,2024-04-20 16:59:42,0
Traveloka,mutia radita,1,"Sangat jelek sekali.. Baru sekali nyoba aplikasi Traveloka, malah gak bisa refaund, mau rubah schedule nya susah mintak ampun..udah tanya sana sini sama pihak hotel, dibilang gak bisa di cancel lagi. Dan Al hasil uang hangus..nyesel banget download traveloka",2024-04-20 16:56:03,54
Traveloka,Nur Ichsandi,2,Paylater ditolak terus,2024-04-20 16:01:46,0
Traveloka,fadli rds,5,keren,2024-04-20 14:05:26,0
Traveloka,Dewi Ayu Nurmalasari,5,pelayanan bagus,2024-04-20 13:55:03,0
Traveloka,Willy candra Vanasius,1,👍👍👍👍,2024-04-20 13:53:10,0
Traveloka,Wira Utama,1,Traveloka hotelny banyak penipuan,2024-04-20 13:36:58,0
Traveloka,Joend. s,1,Saya ada kesalahan pemesanan hotel dgn pembayaran paylater...berhubung hotel itu ada gratis refund Jd saya cepat cepat batalkan..setelah smua selesai pembatalan..dana kembali ke paylater...tp saya heran kenapa terpotonga! Setelah tadi saya buka saya memiliki tagihan sebesar hampir 500 RB !!!!!! Bagaimana bisa ketika saya tidak menggunakan sepeser pun tp harus membayar! Hampir 500 RB Lo bukan uang kecil...!! Paylater udah kek pinjol legal aja ya?! Saya tidak Sudi bayar ya!,2024-04-20 11:30:56,0
Traveloka,Kenny Braga Yudhistira,5,nais,2024-04-20 11:22:18,0
Traveloka,Rafidan Difan Victoryo,1,CS LEMOT,2024-04-20 08:56:00,0
Traveloka,Hanafi Ircham,5,bagus,2024-04-20 07:30:03,0
Traveloka,Garu Ahsan,4,nice,2024-04-20 06:09:23,0
Traveloka,Isam Aja,1,refund nya masa 3-5 hari baru di kembalikan uang orng apk gk punya uang kya nya msa balikin uang orng berhari2,2024-04-20 06:03:03,1
Traveloka,Dewa Neraka,1,Maaf ribet data sudah masuk pay leter gak di setujui cm gara2 trek rekot OJK sy daftar pay leter di shopi aja bisa hm...,2024-04-20 05:42:56,0
Traveloka,ina nurhayatin,1,Banyak iklan,2024-04-20 04:49:18,0
Traveloka,Anwari Parwanto,5,nice,2024-04-20 03:47:07,0
Traveloka,Harisjengly Marweri,2,Yyy the kuku u U ya😊😆 ganteng 😁ya uuY,2024-04-20 03:43:23,0
Traveloka,"Nur Amir,A",1,"Ini aplikasi knapa buat booking hotel bhkan buat buka lainnya gak bisa trus,, perbaikan sistem masak hampir seminggu trus koneksi buruk pdahal buat apa"" bisa tanpa ada lag di aplikasi lainnya",2024-04-20 03:35:52,0
Traveloka,R Soleh Channel,5,mantap,2024-04-20 01:57:26,0
Traveloka,Kasmirah,1,Sorry 😔🙏Don't booking or order from this Email or Akun got wrong My teknisi.,2024-04-19 19:58:10,0
Traveloka,Septa Nugraha,5,sangat membantu,2024-04-19 17:58:28,0
Traveloka,Meidina Lova,4,¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡¡!¡!¡ Very nice application,2024-04-19 16:49:37,0
Traveloka,Jesica Rosiana Setyo,2,Aplikasinya kenapa error terus yah saya selalu menggunakan traveloka dan baru kali ini error. Mencari tiket domestik tapi tidak pernah muncul tiketnya. Dengan tulisan penerbangan tidak tersedia jelas jelas ada loh penerbangan nya. Tolong dong ini kenapa error kaya gini,2024-04-19 15:55:10,29
Traveloka,Kurdi Oke78,5,Sangat membantu,2024-04-19 15:48:18,0
Traveloka,Nur hastuti,5,"Respon cs nya cepat dan bagus, saya terkena delay dari keberangkatan awal dan membuat saya ketinggalan penerbangan selanjutnya, dengan sigapnya cs Traveloka mencari kan penerbangan yg lain untuk saya dan keluarga 🥰 di hari itu juga, karena kami tidak ada karabat sedikit pun di sana dan saya benar berterima kasih telah membantu kami.❤️☺️",2024-04-19 14:08:21,0
Traveloka,Adi saputra Adi,5,Good,2024-04-19 13:57:36,0
Traveloka,Dhandifthnn_,1,Pelayanan lama ribet nunggunya apk nya udah bagus tinggal help desk nya yang lama,2024-04-19 13:23:24,0
Traveloka,Ariesute Wiro,5,Terima kasih sudah membantu,2024-04-19 12:45:46,0
Traveloka,Supardi,1,Memudahkan dan melancarkan serta mempercepat waktu.,2024-04-19 12:01:26,0
Traveloka,Turiman Suwadis,5,cakep,2024-04-19 05:50:29,0
Traveloka,Alfian Arief.,5,thanks atas respon nya,2024-04-19 04:02:59,0
Traveloka,Irwan 19096905 Irwan,5,sukses selalu buat Traveloka,2024-04-19 03:11:06,0
Traveloka,Muhamad Akbar,5,"mudah diakses dan pembayan tanpa ribet ,👍👍👍👍 sangat membantu ,trimaksi traveloka🙏",2024-04-19 02:14:03,0
Traveloka,mega mettasari,3,"Tolong di perbaikin sistemnya, kita ini udah minta tolong ke pihak hotel dan setuju utk reschedule tp pihak partner mempersulit banyak alasan nya lah saya sampai buat surat ttd saya, tolong kerja sama nya jgn di persulit oleh pihak ke 3 dan itu pun saya sampai minta 50% aja masih susah",2024-04-19 00:50:28,23
Traveloka,Usman Farisi,5,cepat,2024-04-18 23:30:41,0
Traveloka,Rama Rahmawan,1,"Enak amat ya ,saya ketinggalan kereta padahal ada pengajuan uang kembali 100% tapi malah ga di tanggapi enk amat ya yang punya aplikasi sampe kapan pun ga ikhlas saya ,silahkn mkn uang dari saya",2024-04-18 23:09:16,1
Traveloka,Anindya Sheza,1,Kenapa aplikasi tidak bisa dibuka dan digunakan,2024-04-18 21:23:21,0
Traveloka,Jalu Elnino,5,mantap,2024-04-18 18:22:58,0
Traveloka,ryan andiosa,4,"Tolong jangan menolak pin yg biasa saya pakai, kalau memaksa memakai pin lain dan sampai lupa pin malah bikin ribet.",2024-04-18 10:34:21,0
Traveloka,Rudi Bwi,5,Sangat membantu,2024-04-18 08:58:38,0
Traveloka,Luluk Luluk,5,Menyenangkan,2024-04-18 06:39:21,0
Traveloka,cuex mita,3,Kenapa setiap saya pesan tiket pesawat harganya selalu berubah lebih mahal saat masuk proses pembayaran. Tidak sesuai harga total di awal.,2024-04-18 04:17:13,2
Traveloka,arip firmansyah,1,"Saya mengajukan refund di persulit untuk proses nya lama, hotel yg di pesan tidak bisa menginep alasaan nya karena gara² bawa pasangan tidak boleh, minta uang saya dikembalikan TDK di respon",2024-04-18 04:10:02,1
Traveloka,Budi Handoko,4,lebih bayak lagi promo tiket domestiknya,2024-04-18 03:12:23,0
Traveloka,Eneng Wiarsih,5,ok banget,2024-04-18 03:10:33,0
Traveloka,Yanti Sehatlangsing,5,super simpel,2024-04-18 02:15:07,0
Traveloka,ratna ningsih,5,"memudahkan dalam memesan tiket kereta maupun booking penginapan,makasih traveloka",2024-04-18 00:49:47,0
Traveloka,Andri,5,mantap,2024-04-17 23:40:23,0
Traveloka,Riza Zain,1,"Saya dirugikan oleh traveloka, seharusnya untuk tipe double konfirmasi seperti rental mobil, terutama vendor TRAC, itu harusnya tidak melakukan pembayaran terlebih dahulu !! Saya mau sewa mobil, memilih vendor TRAC, setelah melakukan tahap konfirmasi vendor, dan mengirimkan dokumen² pribadi yg di minta, hasilnya tidak di acc. Saya minta refund, karena proses refundnya sendiri membutuhkan waktu 3 - 5 hari kerja. Jadi cashflow budget sewa kendaraan saya terganggu. INI SANGAT MERUGIKAN SAYA !!!!",2024-04-17 23:28:40,16
Traveloka,Humam Alhaq,1,"Dari dlu senang pakai traveloka, cuma kok sekarang mau ""ganti-ganti tgl penerbangan pesawat"" Kok gabisa ya, selalu ada tulisan ""ada kesalahan dalam sistem kami"", udah coba restart HP, apus dan unduh aplikasi traveloka berkali2 sama aja hasilnya ga berubah, ttp gabisa klik ganti tgl pesawat, menyusahkan sekali, mohon di perbaiki, terimakasih",2024-04-17 22:27:30,327
Traveloka,Pujono John friend,5,Gampang mencarinya...,2024-04-17 22:22:46,0
Traveloka,Yusuf Orjes,5,Ok,2024-04-17 15:46:33,0
Traveloka,Aku Kamu,5,Txt e,2024-04-17 15:32:13,0
Traveloka,ZUHRY SEAR,5,Tolong prioritas kan pesanan saya...saya sudah lama berlangganan di aplikasi ini,2024-04-17 14:05:36,0
Traveloka,HERI YANTO,5,bagus,2024-04-17 12:28:50,0
Traveloka,Rully Merdeka,5,Bagus,2024-04-17 11:43:32,0
Traveloka,Mahmud Bpp,5,good,2024-04-17 11:21:51,0
Traveloka,akhmad teguh priono,5,sangat membantu perjalanan anda,2024-04-17 10:53:53,0
Traveloka,Har Tini,4,Mantap,2024-04-17 10:20:24,0
Traveloka,Tatik Kotimah,3,"Usul penting! Untuk soal cek in setelah dapet voucher, mohon disediakam nomer call yg terhubung via wa/ telegram, jangan call hp biasa kr pasti abis pulsa reguler saya.",2024-04-17 10:14:56,0
Traveloka,ahmad purwanto,5,Refund tiket lumayan cepat 3x24 jam dana sudah dikembalikan walaupun cuma setengah dari harga total,2024-04-17 10:10:38,2
Traveloka,taufiq oke,5,aplikasi yg bagus,2024-04-17 09:56:19,0
Traveloka,Muhamad Adam malik,5,Memudahkan,2024-04-17 09:50:23,0
Traveloka,zaza izha,1,"kapok refund lama , spam email pun responya santai , paling bener ke tiket. com aja refund nya ga selama traveloka , harus di tagih dulu baru di cek mengenai refund , mau refund aja di persulit ribet gausah di download duit gue balik setelah 3 minggu dengan drama bertele tele",2024-04-17 08:50:34,8
Traveloka,Met Me,5,Mantrappp,2024-04-17 05:46:20,0
Traveloka,Alfarizi Ardiansyah,1,Ulasan GK ada yg bagus . Semua serba fatal . Bahaya ni apk.,2024-04-17 05:00:24,0
Traveloka,Misbakhul Yusuf,1,Saya kapok beli di situs ini. Tidak ada peetangung jawabannya sama sekali,2024-04-17 04:05:46,0
Traveloka,Om bro Adi,5,top,2024-04-17 02:04:00,0
Traveloka,Lusi Antari,5,"sangat bagus, untuk melihat rekomendasi hotel""",2024-04-17 00:53:52,0
Traveloka,mac checo,5,aplikasi paling yahut sepanjang masa,2024-04-17 00:43:50,0
Traveloka,Fidelya Zaina viyanto,5,Sangat membantu,2024-04-17 00:43:01,0
Traveloka,diana lestari,5,good,2024-04-16 22:48:05,0
Traveloka,Azzam ganteng Azzam ganteng,5,Video saya,2024-04-16 19:17:23,0
Traveloka,Maya Kusumawati,5,bagus sangat membantu,2024-04-16 14:10:40,0
Traveloka,Sunarto,5,Membantu penerbangan,2024-04-16 13:40:19,0
Traveloka,Your Mine,5,Bagus banget apk nya. Bisa nyari hotel dan tiket pesawat 🤩❤bisa villa dan apartemen juga❤❤,2024-04-16 13:05:56,0
Traveloka,arif rachmawan,5,ok,2024-04-16 12:32:06,0
Traveloka,Elidon Pardede,5,mantap,2024-04-16 12:23:15,0
Traveloka,hendra tri cahyono,5,kereeeeennnnnn,2024-04-16 11:46:50,0
Traveloka,Aesthetic,1,Ok,2024-04-16 11:45:06,0
Traveloka,Ryan Axa,1,Sudah mau pesan malah ada keterangan penerbangan tidak tersedia,2024-04-16 11:03:13,1
Traveloka,muhamadrezafahlevi_,5,good,2024-04-16 09:21:34,0
Traveloka,Deni Artha Alexsander,1,"Saya sangat tidak suka layanan antar jemput bandara karna di aplikasi saya membayar 190k, giliran sudah didalam taxi malah pihak dari airport minta 50k, tolong di benahi karna saya sudah terlanjur bayar dan naik masa harus nambah. Airport Hasanuddin Makassar Sulawesi Selatan",2024-04-16 09:00:46,1
Traveloka,Indah Ramadhani,1,"Rute untuk bus padang medan kaga jelas, bikin emosi, orang jadi salah pesen, gagal berangkat, minta refund kaga dikasih. Kalo nulis rute yg bener dong! Jangan setengah2 kalo bisa kasih nilai nol saya kasih nol dah ni",2024-04-16 08:40:51,0
Traveloka,Clashii,5,"Proses refund cepat, kejelasan fasilitas bagus, hotel fast respon",2024-04-16 08:09:05,0
Traveloka,Muh Alif,5,Semoga membantu,2024-04-16 07:55:46,0
Traveloka,Zat Biru,1,"Bikin kecewa pelanggan sinyal pake gangguan,,,percumah mahal tapi gk bisa di order,,,",2024-04-16 06:29:22,0
Traveloka,vicky Donjuan,5,Sip lah,2024-04-16 05:06:53,0
Traveloka,Misbahul Ullum Arrijal,1,Susah buat hubungin cs babi,2024-04-16 03:16:23,0
Traveloka,Adsan GIJ,5,"layanan cepat dan terpercaya,harga terjangkau",2024-04-16 03:11:24,0
Traveloka,Samuel Parengkuan,2,"Maaf untuk pembaharuan rating disebabkan kurang objektifnya penilaian paylater, tapi kembali kebijakan sepihak juga🙏",2024-04-16 02:58:13,0
Traveloka,Andi Mallarangeng,5,Garuda Kau,2024-04-16 02:37:36,0
Traveloka,Alman Al,4,Mantap,2024-04-16 02:21:52,0
Traveloka,edi irawan,3,ok,2024-04-16 00:15:19,0
Traveloka,Gita Anya,5,Bagus sebenernya murah kalo pesan hotel disini atau tiket pesawat cuman daftar paylater gak pernah di acc pdhal aku gak punya kredit apa apa,2024-04-15 23:34:25,1
Traveloka,marlina lina,5,Terimakasih sudah membantu refund hotel saya. Pelayanan cepat dan bagus,2024-04-15 23:32:45,1
Traveloka,Sihol M Malau,5,Ok,2024-04-15 23:31:27,0
Traveloka,Chintia Monica,1,"Sebagai pihak ke tiga yang membantu menyediakan hotel,  seharusnya jika ada pelanggan yang menemukan hotel seperti itu dan sudah memberikan bukti yg sangat jelas, seharusnya hotel seperti itu harus langsung di blokir,  Padahal pihak traveloka sudah menghubungi pihak hotel dan tidak dapat balasan, berarti sudah terlihat jelas bukan hotel yang BERTANGGUNG JAWAB, dan anehnya traveloka tidak langsung ambil tindakan yang tegas untuk hotel tersebut dan masih memberikan izin buka di Traveloka.",2024-04-15 21:25:55,23
Traveloka,Ruddy Juventini,1,"TRAVELOKA IDIOT,gw d jkt cari hotel terdekat malah yg muncul d semarang,blm pernah dan gk tau semarang",2024-04-15 19:27:45,0
Traveloka,Wah Yudi,5,Sangat baik,2024-04-15 15:46:54,0
Traveloka,Yanto,1,"Keberangkatan pesawat tinggal berapa menit, tiba2 bording pass hilang dalam menu pesanan... Untung saja saya screnshoot Kalau nggak, dk bs naek pesawat",2024-04-15 15:25:07,1
Traveloka,Fery Palembang2015,5,ok,2024-04-15 14:31:34,0
Traveloka,Jeine Veibe Novita Lamia,1,"Saya kapok pesan tiket pesawat di Traveloka, kecewa banget, ada perubahan jadwal penerbangan tidak diupdate, tidak ada info dr traveloka, ortu sy yg ud berumur 70an hrs menunggu 12 Jam di Airport, tp lihat review yg lain juga ternyata Traveloka sdh biasa seperti ini.. tidak akurat, tidak bertanggung jawab.",2024-04-15 14:20:52,0
Traveloka,Eka Vira Shanti,5,Sudah ditanggapi dan masalah sdh selsai.,2024-04-15 11:38:50,9
Traveloka,Fauzi Faeyza,1,"Aplikasi merugikan konsumen, apalagi pengguna baru sangat di rugikan ada kesalahan, uang kita hangus dengan percuma. Banyak makan uang 💸 yang ndk jelas.",2024-04-15 11:30:39,0
Traveloka,Raden Trie Kuntjoro,5,good,2024-04-15 11:16:11,0
Traveloka,Aris Gejon 916,5,baru pertama pakai mdh2an rekomendasi laah,2024-04-15 11:07:09,0
Traveloka,M UMAR LUBIS,5,bagus,2024-04-15 10:28:08,0
Traveloka,hendra peter,5,Puas,2024-04-15 08:04:28,0
Traveloka,Fardan Syadat,5,Aplikasi sangat bagus,2024-04-15 07:34:40,0
Traveloka,Eki Elfanta irawan,1,Aplikasi aneh udah pesen bayar dihotel malah tiba tiba dibatalkan nunggu konfirmasi makan waktu,2024-04-15 07:30:35,4
Traveloka,Saiful Alam,5,Looos,2024-04-15 07:07:51,0
Traveloka,Muhammad Affan,1,"Baru pertama kali pesan tiket pesawat dr traveloka,,,,eehh udh kecewa,,,saya pesan tiket tggl 19 malah di suruh ganti ke tggl 22,,padahal sebelum saya pesan jelas jelas tggl 19 ada penerbangn sesudah di pesan malah gak ada penerbagn tggl 19,,duit udh saya tf malah gak jadi,,,pembatalan jg bikin repot org",2024-04-15 07:04:47,4
Traveloka,Maria Angelica,2,. Mo,2024-04-15 03:47:28,0
Traveloka,Kang Darto,2,"Min tolong di perbaiki,di aplikasi E-Tiket saya tidak terlihat,tapi di website E-Tiket terlihat..tolong di perbaiki,karena saya sering pakai aplikasi dari pada saya buka website,terpaksa bintang saya turunkan dulu.. Harap jadi perhatian",2024-04-15 03:27:14,36
Traveloka,Lisa Rafika,5,Komik 887ikmr,2024-04-15 03:26:41,0
Traveloka,Rizka Fadillah,4,"singkat, simpel,",2024-04-15 03:01:32,0
Traveloka,Mas nur,4,"Untuk pemesanan tiket pesawat, tiket bus dan kereta menurut saya lumayan Tpi infonya ada untuk pembayaran tv cable, PDAM, listrik, BPJS, pulsa dll Pas saya butuh itu dan coba dicari tidak ada sama sekali",2024-04-15 02:04:19,1
Traveloka,Ilham Mahmud,1,"gangguan tidak jelas, tolong segera diperbaiki",2024-04-15 01:40:09,0
Traveloka,Munzir Arif,5,ok banget dech...,2024-04-15 00:05:22,0
Traveloka,Triwil _,5,easy to use,2024-04-14 23:57:34,0
Traveloka,Jhosua Eko,5,bagus sekali untuk perjalanan,2024-04-14 23:32:39,0
Traveloka,Wahyu Ahsan,1,ini pihak traveloka gimana saya naik bus titik jemput nya ada di terminal karangkates kenapa kode bus nya ada di terminal arjosari saya tidak jadi berangkat gara gara itu gimana ini pihak traveloka saya jadi telat masuk kerja ini.....!!!!!! Tolong responya dari pihak traveloka,2024-04-14 23:19:42,2
Traveloka,Ricky Papah,5,Sangat bagus & harga cocok,2024-04-14 20:12:32,0
Traveloka,Muhammad Rizky,5,bagus,2024-04-14 18:15:03,0
Traveloka,Juan Fernanda Wiratama,5,"Berkali kali pembelian melalui traveloka, selalu dibantu setiap masalah, entah refund atau masalah lainnya, goodjob untuk team customer servicenya",2024-04-14 17:03:47,2
Traveloka,Suha Riono,5,Sangat cepat respon nya,2024-04-14 16:05:06,0
Traveloka,askar askaryudha85,5,mantap,2024-04-14 15:26:37,0
Traveloka,Andy Muzhiruddin,1,nunggu 4×60 menit baru ada balasan.di suruh nunggu lagi 1×24 jam.,2024-04-14 14:16:18,0
Traveloka,Mansyur AMSN2,1,"Banyak mitra penginapan kalian yang CURANG dan kalian tutup mata dengan itu. harga di aplikasi 100rb, pas sampai ke lokasi di tarik 200rb, lapor ke CS sama aja, aplikasi membela pihak penginapan padahal udah jelas kecurangan, dengan alasan visitor sudah bersedia membayar tambahan 100rb. YANG SAYA LAPORKAN KENAPA KOK BEDA JAUH DAN GA ADA TINDAKAN, itu terpaksa bayar lebih karna dah jauh jauh kesana, GA SEKALI 2 KALI LOH, PULUHAN KALI KETEMU PENGINAPAN KAYAK GINI.",2024-04-14 14:05:20,0
Traveloka,Azwar Arsyil,5,sangat membantu para traveler,2024-04-14 13:33:07,0
Traveloka,Achmad Syailendra,5,baik,2024-04-14 13:25:15,0
Traveloka,Amir Amiruddin123,5,Lima langsung,2024-04-14 11:49:47,0
Traveloka,Rayyan Prdipta,1,Ok,2024-04-14 10:53:42,0
Traveloka,cuwie dwisu,1,"saya kecewa dgn traveloka, pemakaian sesuai, tetapi limit turun terus.. alasannya tdk masuk akal, pdhl pembayaran selalu tepat waktu, tdk bisa mengembalikan limit, hrs pembayaran dulu, masa kalau limit mau ada lagi sy hrs byr dulu, ga mungkin sy hrs byr dlm 1 bln berkali- kali... aneh",2024-04-14 08:13:55,2
Traveloka,Agus Kuswanto,1,Liat ulasan jelek semua.....unstal dah....,2024-04-14 07:03:06,0
Traveloka,Miftakhu Khafid,5,top,2024-04-14 06:09:03,0
Traveloka,Joko Rusyyanto,4,"Mantab lah banyak diskonan, tapi tolong tambahin metode pembayaran VIA VA CIMB Niaga dan BSI ya, tingkatkan terus pelayanan",2024-04-14 04:26:19,0
Traveloka,sahrial firmansyah,5,sangat membantu dan mempermudah mencari kendaraan baik darat dan udara,2024-04-14 02:33:05,2
Traveloka,indra ardianto,5,Daftar paylater ribet ternyata.. Uda dikasih alamat detail juga masih error.. Cancel aja da.. (Ralat) Sudah lancar makasih ya..,2024-04-14 01:59:38,13
Traveloka,gery setyaningrum,5,Oke,2024-04-14 01:51:26,0
Traveloka,Abichoy Official,5,Mantap Mempermudah perjalanan,2024-04-13 21:52:19,0
Traveloka,Tstsy Ehhwn,5,Aplikasi terburuk yg pernah ada dimuka bumi,2024-04-13 19:44:11,0
Traveloka,Uza,2,Paylaternya gak jelas dan untuk pemesanan saya rasa saya sudah mengetik daftar nama yang benar tapi kenapa beda nama yang tampil ?,2024-04-13 19:08:02,0
Traveloka,Muhamadd Agil,5,Good,2024-04-13 18:31:00,0
Traveloka,Frizia Woren Yenyen,1,Terlalu kaku aturannya. Kita mau menambahkan penumpang saja susah,2024-04-13 16:11:22,1
Traveloka,Ardiansyah Fajar,2,"keponakan saya yg berumur dibawah 2th naik kereta api jurusan semarang solo KA banyubiru, dalam apl anak dbwah 3th gratis, di stasiun tawang aman langsung bisa lewat, sedangkan untuk pulang melalui stasiun solo balapan, sy & keponakan tidak di perbolehkan masuk & harus cetak tiket untuk anak d bwah 3th ke loket, pdhal waktu masuk sudah mepet, mohon di koordinasikan membali dr pihak traveloka dgn KAI, saran, kembangkan lg fitur tiket untuk ank dbwah 3th, atau kalo malas bisa di beri notif di apl",2024-04-13 16:05:26,0
Traveloka,Kokoh Harjanto,5,"Pesan kamar hotel ibis 2 kali, yang ke 2 bermasalah, pilih tgl check in tgl 8/4 pas bayar 14/4. Minta tolong di rubah dan refund susah banget. Tolong aplikasi traveloka juga di benahi jangan curang tgl bisa berubah otomatis pd saat mencari kamar..saya Harus tunggu keputusan pihak ke 3 katanya. Pihak ketiga mempersulit dan mengulur waktu gak ada kepastiannya...cape deh😡.....(terima kasih uang sudah di kembalikan setelah menunggu beberapa hari )",2024-04-13 15:40:39,121
Traveloka,Toni Toni,5,mantap,2024-04-13 13:53:01,0
Traveloka,Mahira Chuakls,5,Bunda aku sering pake aplikasi traveloka buat cari hotel yang bagus,2024-04-13 13:47:37,0
Traveloka,mir'atul Muawanah,1,"Pada aplikasi terdapat easy reschedule. Dari pesanan menginap 2 hari, re-schedule jadi 1 hari. Di tanggal yang sama. Saat proses dijelaskan ada sisa dana. Namun setelah ditunggu tidak ada pengembalian dana. Chat cs baru dijelaskan tidak ada pengembalian dana krn (hotel fee). Bukankah ini pelanggaran hak konsumen. Untuk mendapatkan informasi dengan jelas. Atas kebijakan.",2024-04-13 12:23:34,87
Traveloka,pujiyanto yanto,5,sangat membantu,2024-04-13 11:30:50,0
Traveloka,tjahjono ardjo,5,suangat membantu sekali,2024-04-13 11:28:07,0
Traveloka,Muhammad Barkah,5,Kalau di pikir pikir. Apk ini bagus sekali tapi bisa buat aku susah di gunakan apk ini untuk bisa berlibur di jepang,2024-04-13 11:03:57,0
Traveloka,Indra Verdiana,1,"Menyesalkan, menyebalkan dan mengecewakan pesan tiket hotel melalui aplikasi ini. Pembayaran sdh di terima e tiket tidak terbit sehingga kami tidak bisa check in. Proses refund lama dan lama",2024-04-13 10:36:56,5
Traveloka,agussaleh1,1,Kecewa..kami melakukan pesanan hotel sdh melakukan transfer virtual accoun tapi saat kami check-in hotel terkendala e tiket tidak terbit dan belum menerima email sehingga menunggu untuk beberapa jam.,2024-04-13 09:55:09,0
Traveloka,Reva Oktaveri,5,bagus,2024-04-13 09:33:10,0
